ESTU_SNIES_PRGMACADEMICO,GRUPOREFERENCIA
54283,ADMINISTRACIÓN Y AFINES
54290,DERECHO
54293,BELLAS ARTES Y DISEÑO
54296,ENFERMERÍA
54308,EDUCACIÓN
54309,SALUD
54316,SALUD
54320,EDUCACIÓN
54334,INGENIERÍA
54336,ADMINISTRACIÓN Y AFINES
54337,ADMINISTRACIÓN Y AFINES
54344,BELLAS ARTES Y DISEÑO
54345,EDUCACIÓN
54356,ADMINISTRACIÓN Y AFINES
54358,INGENIERÍA
54359,BELLAS ARTES Y DISEÑO
54360,CIENCIAS SOCIALES
54361,BELLAS ARTES Y DISEÑO
54363,CIENCIAS NATURALES Y EXACTAS
54369,PSICOLOGÍA
54370,ADMINISTRACIÓN Y AFINES
54376,BELLAS ARTES Y DISEÑO
54397,ADMINISTRACIÓN Y AFINES
54400,INGENIERÍA
54405,BELLAS ARTES Y DISEÑO
54406,DERECHO
54415,INGENIERÍA
54428,CONTADURÍA Y AFINES
54443,PSICOLOGÍA
54462,CONTADURÍA Y AFINES
54468,SALUD
54474,INGENIERÍA
54475,INGENIERÍA
54480,PSICOLOGÍA
54482,CONTADURÍA Y AFINES
54484,ADMINISTRACIÓN Y AFINES
54486,ADMINISTRACIÓN Y AFINES
54487,ADMINISTRACIÓN Y AFINES
54488,ADMINISTRACIÓN Y AFINES
54495,INGENIERÍA
54528,ADMINISTRACIÓN Y AFINES
54529,ADMINISTRACIÓN Y AFINES
54533,MEDICINA
54534,BELLAS ARTES Y DISEÑO
54539,INGENIERÍA
54548,DERECHO
54549,INGENIERÍA
54552,ADMINISTRACIÓN Y AFINES
54561,INGENIERÍA
54562,CIENCIAS NATURALES Y EXACTAS
54567,RECREACIÓN Y DEPORTES
54595,ADMINISTRACIÓN Y AFINES
54596,INGENIERÍA
54625,INGENIERÍA
54656,EDUCACIÓN
54657,BELLAS ARTES Y DISEÑO
54668,MEDICINA
54669,DERECHO
54670,SALUD
54681,INGENIERÍA
54683,BELLAS ARTES Y DISEÑO
54684,INGENIERÍA
54685,INGENIERÍA
54694,CIENCIAS SOCIALES
54695,EDUCACIÓN
54701,ADMINISTRACIÓN Y AFINES
54718,ARQUITECTURA Y URBANISMO 
54722,SALUD
54726,BELLAS ARTES Y DISEÑO
54738,ADMINISTRACIÓN Y AFINES
54740,ADMINISTRACIÓN Y AFINES
54742,INGENIERÍA
54762,INGENIERÍA
54765,ADMINISTRACIÓN Y AFINES
54766,ADMINISTRACIÓN Y AFINES
54774,CONTADURÍA Y AFINES
54791,ADMINISTRACIÓN Y AFINES
54795,BELLAS ARTES Y DISEÑO
54801,BELLAS ARTES Y DISEÑO
54806,EDUCACIÓN
54815,ADMINISTRACIÓN Y AFINES
54819,ADMINISTRACIÓN Y AFINES
54861,INGENIERÍA
54862,INGENIERÍA
54918,DERECHO
54919,INGENIERÍA
54920,PSICOLOGÍA
54921,ARQUITECTURA Y URBANISMO 
54922,ADMINISTRACIÓN Y AFINES
54924,BELLAS ARTES Y DISEÑO
54932,CIENCIAS SOCIALES
54933,PSICOLOGÍA
54936,MEDICINA
54938,ADMINISTRACIÓN Y AFINES
54960,ADMINISTRACIÓN Y AFINES
54980,DERECHO
54981,EDUCACIÓN
54999,INGENIERÍA
55002,CIENCIAS SOCIALES
55003,HUMANIDADES
55014,INGENIERÍA
55016,INGENIERÍA
55017,ADMINISTRACIÓN Y AFINES
55031,HUMANIDADES
55035,PSICOLOGÍA
55038,HUMANIDADES
55040,DERECHO
55061,CIENCIAS NATURALES Y EXACTAS
55064,INGENIERÍA
55070,ADMINISTRACIÓN Y AFINES
55072,ADMINISTRACIÓN Y AFINES
55074,EDUCACIÓN
55075,EDUCACIÓN
55077,BELLAS ARTES Y DISEÑO
55084,ADMINISTRACIÓN Y AFINES
55085,BELLAS ARTES Y DISEÑO
55088,ADMINISTRACIÓN Y AFINES
55089,ADMINISTRACIÓN Y AFINES
55090,ADMINISTRACIÓN Y AFINES
55094,ADMINISTRACIÓN Y AFINES
55096,ADMINISTRACIÓN Y AFINES
55163,ARQUITECTURA Y URBANISMO 
55165,CIENCIAS NATURALES Y EXACTAS
55167,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
55170,INGENIERÍA
55177,MEDICINA
55178,MEDICINA
55179,MEDICINA
55189,INGENIERÍA
55200,INGENIERÍA
55202,MEDICINA
90307,ADMINISTRACIÓN Y AFINES
90310,CONTADURÍA Y AFINES
90318,CONTADURÍA Y AFINES
90319,ADMINISTRACIÓN Y AFINES
90320,HUMANIDADES
90322,INGENIERÍA
90329,ARQUITECTURA Y URBANISMO 
90341,ADMINISTRACIÓN Y AFINES
90353,BELLAS ARTES Y DISEÑO
90354,EDUCACIÓN
90355,BELLAS ARTES Y DISEÑO
90359,INGENIERÍA
90360,ARQUITECTURA Y URBANISMO 
90362,CONTADURÍA Y AFINES
90364,PSICOLOGÍA
90367,CIENCIAS NATURALES Y EXACTAS
90368,ARQUITECTURA Y URBANISMO 
90372,EDUCACIÓN
90373,ADMINISTRACIÓN Y AFINES
90379,BELLAS ARTES Y DISEÑO
90383,ADMINISTRACIÓN Y AFINES
90393,ADMINISTRACIÓN Y AFINES
90394,ADMINISTRACIÓN Y AFINES
90395,CONTADURÍA Y AFINES
90397,EDUCACIÓN
90399,ADMINISTRACIÓN Y AFINES
90402,INGENIERÍA
90409,HUMANIDADES
90413,INGENIERÍA
90414,INGENIERÍA
90419,INGENIERÍA
90425,EDUCACIÓN
90427,DERECHO
90428,INGENIERÍA
90430,PSICOLOGÍA
90438,EDUCACIÓN
90442,INGENIERÍA
90453,CONTADURÍA Y AFINES
90455,INGENIERÍA
90458,ENFERMERÍA
90461,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90470,BELLAS ARTES Y DISEÑO
90473,BELLAS ARTES Y DISEÑO
90479,EDUCACIÓN
90495,ADMINISTRACIÓN Y AFINES
90511,ADMINISTRACIÓN Y AFINES
90513,DERECHO
90514,CIENCIAS NATURALES Y EXACTAS
90518,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90526,INGENIERÍA
90529,CONTADURÍA Y AFINES
90552,INGENIERÍA
90553,EDUCACIÓN
90555,ADMINISTRACIÓN Y AFINES
90559,HUMANIDADES
90577,BELLAS ARTES Y DISEÑO
90578,ADMINISTRACIÓN Y AFINES
90583,ADMINISTRACIÓN Y AFINES
90586,CONTADURÍA Y AFINES
90589,ADMINISTRACIÓN Y AFINES
90591,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90596,BELLAS ARTES Y DISEÑO
90598,INGENIERÍA
90614,INGENIERÍA
90623,INGENIERÍA
90626,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90637,ADMINISTRACIÓN Y AFINES
90653,DERECHO
90654,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90660,ADMINISTRACIÓN Y AFINES
90667,INGENIERÍA
90690,ADMINISTRACIÓN Y AFINES
90704,INGENIERÍA
90710,ADMINISTRACIÓN Y AFINES
90711,CIENCIAS SOCIALES
90714,INGENIERÍA
90715,INGENIERÍA
90720,EDUCACIÓN
90728,INGENIERÍA
90732,EDUCACIÓN
90743,INGENIERÍA
90745,EDUCACIÓN
90747,EDUCACIÓN
90748,INGENIERÍA
90753,ECONOMÍA
90761,EDUCACIÓN
90772,CIENCIAS NATURALES Y EXACTAS
90773,EDUCACIÓN
90781,DERECHO
90789,INGENIERÍA
90796,INGENIERÍA
90797,ADMINISTRACIÓN Y AFINES
90799,ADMINISTRACIÓN Y AFINES
90804,SALUD
90805,ADMINISTRACIÓN Y AFINES
90806,HUMANIDADES
90811,CONTADURÍA Y AFINES
90816,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
90818,DERECHO
90834,ADMINISTRACIÓN Y AFINES
90839,ADMINISTRACIÓN Y AFINES
90844,CIENCIAS SOCIALES
90856,INGENIERÍA
90858,CONTADURÍA Y AFINES
90859,ADMINISTRACIÓN Y AFINES
90860,CONTADURÍA Y AFINES
90865,ADMINISTRACIÓN Y AFINES
90868,INGENIERÍA
90872,EDUCACIÓN
90876,CIENCIAS SOCIALES
90880,EDUCACIÓN
90881,DERECHO
90882,HUMANIDADES
90883,CIENCIAS SOCIALES
90884,ADMINISTRACIÓN Y AFINES
90886,DERECHO
90894,CONTADURÍA Y AFINES
90896,INGENIERÍA
90898,BELLAS ARTES Y DISEÑO
90901,DERECHO
90908,EDUCACIÓN
90911,ADMINISTRACIÓN Y AFINES
90913,EDUCACIÓN
90915,INGENIERÍA
90921,ADMINISTRACIÓN Y AFINES
90926,EDUCACIÓN
90927,EDUCACIÓN
90928,EDUCACIÓN
90935,INGENIERÍA
90937,INGENIERÍA
90938,CIENCIAS SOCIALES
90939,CIENCIAS SOCIALES
90941,PSICOLOGÍA
90962,EDUCACIÓN
90963,EDUCACIÓN
90975,DERECHO
90978,PSICOLOGÍA
90979,ADMINISTRACIÓN Y AFINES
90980,CIENCIAS NATURALES Y EXACTAS
90981,CIENCIAS SOCIALES
90983,EDUCACIÓN
90988,ADMINISTRACIÓN Y AFINES
90992,ENFERMERÍA
90993,CIENCIAS NATURALES Y EXACTAS
90996,INGENIERÍA
91000,INGENIERÍA
91001,DERECHO
91002,INGENIERÍA
91003,EDUCACIÓN
91014,SALUD
91016,EDUCACIÓN
91021,CONTADURÍA Y AFINES
91023,ADMINISTRACIÓN Y AFINES
91027,ENFERMERÍA
91030,EDUCACIÓN
91031,EDUCACIÓN
91035,EDUCACIÓN
91042,EDUCACIÓN
91043,EDUCACIÓN
91044,EDUCACIÓN
91045,EDUCACIÓN
91047,EDUCACIÓN
91048,EDUCACIÓN
91049,INGENIERÍA
91055,ADMINISTRACIÓN Y AFINES
91056,BELLAS ARTES Y DISEÑO
91060,DERECHO
91069,INGENIERÍA
91089,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
91102,ADMINISTRACIÓN Y AFINES
91104,ADMINISTRACIÓN Y AFINES
91112,EDUCACIÓN
91121,BELLAS ARTES Y DISEÑO
91124,SALUD
91126,PSICOLOGÍA
91127,BELLAS ARTES Y DISEÑO
91136,INGENIERÍA
91140,BELLAS ARTES Y DISEÑO
91141,PSICOLOGÍA
91142,INGENIERÍA
91143,INGENIERÍA
91144,ADMINISTRACIÓN Y AFINES
91160,BELLAS ARTES Y DISEÑO
91236,ADMINISTRACIÓN Y AFINES
91237,ADMINISTRACIÓN Y AFINES
91238,EDUCACIÓN
91244,ADMINISTRACIÓN Y AFINES
91274,DERECHO
91275,CIENCIAS AGROPECUARIAS 
91276,EDUCACIÓN
91280,INGENIERÍA
91297,HUMANIDADES
91301,INGENIERÍA
91302,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
91305,CONTADURÍA Y AFINES
91308,ADMINISTRACIÓN Y AFINES
91322,EDUCACIÓN
91329,SALUD
91334,CONTADURÍA Y AFINES
91337,EDUCACIÓN
91339,EDUCACIÓN
91340,EDUCACIÓN
91342,ADMINISTRACIÓN Y AFINES
91346,BELLAS ARTES Y DISEÑO
91348,BELLAS ARTES Y DISEÑO
91350,BELLAS ARTES Y DISEÑO
91354,CIENCIAS SOCIALES
91366,DERECHO
91367,HUMANIDADES
91376,INGENIERÍA
91379,ADMINISTRACIÓN Y AFINES
91382,CONTADURÍA Y AFINES
91386,BELLAS ARTES Y DISEÑO
91388,BELLAS ARTES Y DISEÑO
91394,CONTADURÍA Y AFINES
91401,BELLAS ARTES Y DISEÑO
91422,INGENIERÍA
91423,CONTADURÍA Y AFINES
91428,ADMINISTRACIÓN Y AFINES
91429,EDUCACIÓN
91431,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
91432,CIENCIAS NATURALES Y EXACTAS
91437,MEDICINA
91439,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
91441,CIENCIAS SOCIALES
91452,INGENIERÍA
91454,INGENIERÍA
91460,EDUCACIÓN
91462,ADMINISTRACIÓN Y AFINES
91475,EDUCACIÓN
91479,EDUCACIÓN
91481,EDUCACIÓN
91482,EDUCACIÓN
91483,EDUCACIÓN
91484,EDUCACIÓN
91485,EDUCACIÓN
91486,EDUCACIÓN
91487,EDUCACIÓN
91489,ADMINISTRACIÓN Y AFINES
91490,PSICOLOGÍA
91493,DERECHO
91506,EDUCACIÓN
91512,INGENIERÍA
91518,INGENIERÍA
101284,HUMANIDADES
101286,BELLAS ARTES Y DISEÑO
101292,ADMINISTRACIÓN Y AFINES
101295,CIENCIAS SOCIALES
101297,ADMINISTRACIÓN Y AFINES
101298,ADMINISTRACIÓN Y AFINES
101300,ADMINISTRACIÓN Y AFINES
101301,CIENCIAS AGROPECUARIAS 
101313,ARQUITECTURA Y URBANISMO 
101314,EDUCACIÓN
101318,EDUCACIÓN
101321,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101330,ADMINISTRACIÓN Y AFINES
101331,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101332,PSICOLOGÍA
101333,EDUCACIÓN
101347,PSICOLOGÍA
101366,ADMINISTRACIÓN Y AFINES
101381,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101382,ADMINISTRACIÓN Y AFINES
101384,CIENCIAS SOCIALES
101387,ECONOMÍA
101389,INGENIERÍA
101390,EDUCACIÓN
101397,ENFERMERÍA
101401,DERECHO
101406,EDUCACIÓN
101407,EDUCACIÓN
101408,ADMINISTRACIÓN Y AFINES
101411,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101415,ADMINISTRACIÓN Y AFINES
101418,INGENIERÍA
101421,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101426,BELLAS ARTES Y DISEÑO
101429,DERECHO
101430,DERECHO
101432,PSICOLOGÍA
101439,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101449,BELLAS ARTES Y DISEÑO
101451,ADMINISTRACIÓN Y AFINES
101453,PSICOLOGÍA
101462,PSICOLOGÍA
101465,ADMINISTRACIÓN Y AFINES
101468,BELLAS ARTES Y DISEÑO
101471,INGENIERÍA
101472,BELLAS ARTES Y DISEÑO
101475,CIENCIAS AGROPECUARIAS 
101479,CONTADURÍA Y AFINES
101481,ADMINISTRACIÓN Y AFINES
101492,ADMINISTRACIÓN Y AFINES
101524,DERECHO
101525,BELLAS ARTES Y DISEÑO
101530,EDUCACIÓN
101533,INGENIERÍA
101540,CIENCIAS NATURALES Y EXACTAS
101543,INGENIERÍA
101571,CIENCIAS NATURALES Y EXACTAS
101573,BELLAS ARTES Y DISEÑO
101578,INGENIERÍA
101579,INGENIERÍA
101580,INGENIERÍA
101595,INGENIERÍA
101596,INGENIERÍA
101598,CIENCIAS SOCIALES
101599,INGENIERÍA
101607,ADMINISTRACIÓN Y AFINES
101613,CONTADURÍA Y AFINES
101621,INGENIERÍA
101631,BELLAS ARTES Y DISEÑO
101633,ADMINISTRACIÓN Y AFINES
101635,CONTADURÍA Y AFINES
101640,CIENCIAS SOCIALES
101643,ADMINISTRACIÓN Y AFINES
101645,PSICOLOGÍA
101648,INGENIERÍA
101653,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101660,EDUCACIÓN
101663,INGENIERÍA
101677,ENFERMERÍA
101681,EDUCACIÓN
101682,SALUD
101696,ADMINISTRACIÓN Y AFINES
101698,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101699,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101706,EDUCACIÓN
101707,INGENIERÍA
101709,EDUCACIÓN
101735,INGENIERÍA
101741,BELLAS ARTES Y DISEÑO
101742,INGENIERÍA
101747,DERECHO
101750,EDUCACIÓN
101756,INGENIERÍA
101773,CONTADURÍA Y AFINES
101776,INGENIERÍA
101777,INGENIERÍA
101778,ADMINISTRACIÓN Y AFINES
101792,DERECHO
101793,DERECHO
101802,EDUCACIÓN
101808,SALUD
101816,CIENCIAS AGROPECUARIAS 
101822,EDUCACIÓN
101823,EDUCACIÓN
101827,ADMINISTRACIÓN Y AFINES
101829,EDUCACIÓN
101838,ADMINISTRACIÓN Y AFINES
101843,BELLAS ARTES Y DISEÑO
101844,BELLAS ARTES Y DISEÑO
101855,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101856,ADMINISTRACIÓN Y AFINES
101860,CIENCIAS SOCIALES
101862,PSICOLOGÍA
101863,DERECHO
101865,EDUCACIÓN
101867,EDUCACIÓN
101873,EDUCACIÓN
101877,ADMINISTRACIÓN Y AFINES
101878,ADMINISTRACIÓN Y AFINES
101884,INGENIERÍA
101902,INGENIERÍA
101903,BELLAS ARTES Y DISEÑO
101904,BELLAS ARTES Y DISEÑO
101912,DERECHO
101913,PSICOLOGÍA
101922,ADMINISTRACIÓN Y AFINES
101925,EDUCACIÓN
101937,DERECHO
101940,ADMINISTRACIÓN Y AFINES
101941,ADMINISTRACIÓN Y AFINES
101942,BELLAS ARTES Y DISEÑO
101943,ADMINISTRACIÓN Y AFINES
101947,CIENCIAS NATURALES Y EXACTAS
101954,EDUCACIÓN
101956,EDUCACIÓN
101957,RECREACIÓN Y DEPORTES
101961,INGENIERÍA
101973,INGENIERÍA
101976,DERECHO
101979,DERECHO
101988,INGENIERÍA
101991,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
101992,EDUCACIÓN
101996,DERECHO
101997,ADMINISTRACIÓN Y AFINES
101999,ADMINISTRACIÓN Y AFINES
102000,ADMINISTRACIÓN Y AFINES
102003,CONTADURÍA Y AFINES
102005,ADMINISTRACIÓN Y AFINES
102020,ADMINISTRACIÓN Y AFINES
102023,INGENIERÍA
102025,EDUCACIÓN
102036,INGENIERÍA
102039,INGENIERÍA
102041,BELLAS ARTES Y DISEÑO
102046,ADMINISTRACIÓN Y AFINES
102051,INGENIERÍA
102056,ADMINISTRACIÓN Y AFINES
102061,DERECHO
102063,INGENIERÍA
102065,ECONOMÍA
102066,INGENIERÍA
102067,ADMINISTRACIÓN Y AFINES
102076,INGENIERÍA
102078,ADMINISTRACIÓN Y AFINES
102079,ADMINISTRACIÓN Y AFINES
102083,INGENIERÍA
102084,ADMINISTRACIÓN Y AFINES
102085,ADMINISTRACIÓN Y AFINES
102086,BELLAS ARTES Y DISEÑO
102106,RECREACIÓN Y DEPORTES
102110,BELLAS ARTES Y DISEÑO
102113,INGENIERÍA
102122,INGENIERÍA
102126,INGENIERÍA
102129,BELLAS ARTES Y DISEÑO
102130,CIENCIAS NATURALES Y EXACTAS
102133,INGENIERÍA
102138,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
102139,INGENIERÍA
102141,SALUD
102143,CONTADURÍA Y AFINES
102146,CIENCIAS SOCIALES
102148,HUMANIDADES
102151,BELLAS ARTES Y DISEÑO
102162,SALUD
102169,ADMINISTRACIÓN Y AFINES
102175,EDUCACIÓN
102179,ADMINISTRACIÓN Y AFINES
102180,DERECHO
102181,EDUCACIÓN
102187,ADMINISTRACIÓN Y AFINES
102189,ADMINISTRACIÓN Y AFINES
102191,INGENIERÍA
102202,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
102204,INGENIERÍA
102206,INGENIERÍA
102209,ADMINISTRACIÓN Y AFINES
102215,INGENIERÍA
102218,EDUCACIÓN
102219,ADMINISTRACIÓN Y AFINES
102222,ADMINISTRACIÓN Y AFINES
102224,HUMANIDADES
102249,INGENIERÍA
102267,BELLAS ARTES Y DISEÑO
102278,ADMINISTRACIÓN Y AFINES
102284,ADMINISTRACIÓN Y AFINES
102287,CONTADURÍA Y AFINES
102289,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
102290,CIENCIAS NATURALES Y EXACTAS
102292,RECREACIÓN Y DEPORTES
102293,ADMINISTRACIÓN Y AFINES
102298,INGENIERÍA
102300,DERECHO
102312,EDUCACIÓN
102314,INGENIERÍA
102315,INGENIERÍA
102322,CONTADURÍA Y AFINES
102324,ADMINISTRACIÓN Y AFINES
102336,BELLAS ARTES Y DISEÑO
102337,SALUD
102377,INGENIERÍA
102381,SALUD
102383,SALUD
102388,CONTADURÍA Y AFINES
102389,BELLAS ARTES Y DISEÑO
102391,ADMINISTRACIÓN Y AFINES
102396,CONTADURÍA Y AFINES
102417,INGENIERÍA
102425,INGENIERÍA
102432,SALUD
102433,DERECHO
102436,SALUD
102441,ADMINISTRACIÓN Y AFINES
102447,EDUCACIÓN
102464,DERECHO
102465,CIENCIAS SOCIALES
102468,PSICOLOGÍA
102473,INGENIERÍA
102479,INGENIERÍA
102481,EDUCACIÓN
102489,HUMANIDADES
102494,INGENIERÍA
102508,EDUCACIÓN
102509,CIENCIAS NATURALES Y EXACTAS
102510,ADMINISTRACIÓN Y AFINES
102511,CONTADURÍA Y AFINES
102515,ADMINISTRACIÓN Y AFINES
102518,ADMINISTRACIÓN Y AFINES
102519,ADMINISTRACIÓN Y AFINES
102521,INGENIERÍA
102524,CIENCIAS SOCIALES
102526,INGENIERÍA
102537,CIENCIAS SOCIALES
102539,EDUCACIÓN
102540,PSICOLOGÍA
102542,INGENIERÍA
102543,INGENIERÍA
102545,CIENCIAS SOCIALES
102547,EDUCACIÓN
102554,EDUCACIÓN
102565,INGENIERÍA
102572,ADMINISTRACIÓN Y AFINES
102577,INGENIERÍA
102578,INGENIERÍA
102579,INGENIERÍA
102598,ADMINISTRACIÓN Y AFINES
102607,PSICOLOGÍA
102626,CIENCIAS SOCIALES
102628,EDUCACIÓN
102632,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
102635,ADMINISTRACIÓN Y AFINES
102638,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
102650,CIENCIAS SOCIALES
102656,DERECHO
102661,CONTADURÍA Y AFINES
102662,ADMINISTRACIÓN Y AFINES
102663,CONTADURÍA Y AFINES
102664,ADMINISTRACIÓN Y AFINES
102677,EDUCACIÓN
102681,CIENCIAS MILITARES Y NAVALES
102682,ADMINISTRACIÓN Y AFINES
102683,ADMINISTRACIÓN Y AFINES
102690,INGENIERÍA
102704,EDUCACIÓN
102706,EDUCACIÓN
102707,INGENIERÍA
102709,BELLAS ARTES Y DISEÑO
102719,ADMINISTRACIÓN Y AFINES
102724,ADMINISTRACIÓN Y AFINES
102728,CONTADURÍA Y AFINES
102729,ADMINISTRACIÓN Y AFINES
102733,EDUCACIÓN
102743,INGENIERÍA
102761,BELLAS ARTES Y DISEÑO
102773,CIENCIAS SOCIALES
102806,ADMINISTRACIÓN Y AFINES
102814,CIENCIAS AGROPECUARIAS 
102816,ADMINISTRACIÓN Y AFINES
102818,CONTADURÍA Y AFINES
102822,CIENCIAS AGROPECUARIAS 
102827,ADMINISTRACIÓN Y AFINES
102839,INGENIERÍA
102841,CIENCIAS AGROPECUARIAS 
102844,INGENIERÍA
102846,CONTADURÍA Y AFINES
102847,ADMINISTRACIÓN Y AFINES
102848,ADMINISTRACIÓN Y AFINES
102852,CIENCIAS NATURALES Y EXACTAS
102854,INGENIERÍA
102859,INGENIERÍA
102869,ADMINISTRACIÓN Y AFINES
102870,ADMINISTRACIÓN Y AFINES
102871,EDUCACIÓN
102874,INGENIERÍA
102883,INGENIERÍA
102890,PSICOLOGÍA
102907,INGENIERÍA
102914,BELLAS ARTES Y DISEÑO
102915,ADMINISTRACIÓN Y AFINES
102918,DERECHO
102920,ADMINISTRACIÓN Y AFINES
102921,CIENCIAS NATURALES Y EXACTAS
102932,PSICOLOGÍA
102935,EDUCACIÓN
102938,ADMINISTRACIÓN Y AFINES
102939,ADMINISTRACIÓN Y AFINES
102940,ADMINISTRACIÓN Y AFINES
102945,INGENIERÍA
102947,CONTADURÍA Y AFINES
102948,BELLAS ARTES Y DISEÑO
102951,BELLAS ARTES Y DISEÑO
102954,BELLAS ARTES Y DISEÑO
102976,CIENCIAS NATURALES Y EXACTAS
102985,BELLAS ARTES Y DISEÑO
103006,INGENIERÍA
103014,ADMINISTRACIÓN Y AFINES
103016,CONTADURÍA Y AFINES
103019,INGENIERÍA
103031,BELLAS ARTES Y DISEÑO
103032,PSICOLOGÍA
103036,EDUCACIÓN
103048,CONTADURÍA Y AFINES
103055,DERECHO
103057,ADMINISTRACIÓN Y AFINES
103058,ECONOMÍA
103059,ADMINISTRACIÓN Y AFINES
103060,CIENCIAS AGROPECUARIAS 
103072,ADMINISTRACIÓN Y AFINES
103074,ADMINISTRACIÓN Y AFINES
103081,BELLAS ARTES Y DISEÑO
103089,CIENCIAS AGROPECUARIAS 
103097,ECONOMÍA
103103,INGENIERÍA
103105,EDUCACIÓN
103114,EDUCACIÓN
103124,CONTADURÍA Y AFINES
103128,INGENIERÍA
103131,EDUCACIÓN
103148,INGENIERÍA
103149,INGENIERÍA
103153,ADMINISTRACIÓN Y AFINES
103160,DERECHO
103161,INGENIERÍA
103164,ADMINISTRACIÓN Y AFINES
103179,ADMINISTRACIÓN Y AFINES
103186,ADMINISTRACIÓN Y AFINES
103187,ADMINISTRACIÓN Y AFINES
103204,EDUCACIÓN
103209,CIENCIAS NATURALES Y EXACTAS
103210,ADMINISTRACIÓN Y AFINES
103211,CIENCIAS NATURALES Y EXACTAS
103213,ADMINISTRACIÓN Y AFINES
103215,ADMINISTRACIÓN Y AFINES
103224,INGENIERÍA
103228,INGENIERÍA
103234,INGENIERÍA
103239,INGENIERÍA
103246,EDUCACIÓN
103256,INGENIERÍA
103257,INGENIERÍA
103258,ADMINISTRACIÓN Y AFINES
103263,DERECHO
103265,ADMINISTRACIÓN Y AFINES
103275,ADMINISTRACIÓN Y AFINES
103276,BELLAS ARTES Y DISEÑO
103281,CONTADURÍA Y AFINES
103287,ADMINISTRACIÓN Y AFINES
103300,INGENIERÍA
103302,INGENIERÍA
103319,BELLAS ARTES Y DISEÑO
103320,ENFERMERÍA
103326,ADMINISTRACIÓN Y AFINES
103334,INGENIERÍA
103343,BELLAS ARTES Y DISEÑO
103365,CONTADURÍA Y AFINES
103367,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
103375,EDUCACIÓN
103376,EDUCACIÓN
103385,ADMINISTRACIÓN Y AFINES
103390,ENFERMERÍA
103408,INGENIERÍA
103418,CONTADURÍA Y AFINES
103419,ADMINISTRACIÓN Y AFINES
103422,PSICOLOGÍA
103423,ADMINISTRACIÓN Y AFINES
103429,CIENCIAS SOCIALES
103435,ADMINISTRACIÓN Y AFINES
103444,CONTADURÍA Y AFINES
103448,INGENIERÍA
103450,HUMANIDADES
103461,CONTADURÍA Y AFINES
103465,SALUD
103472,ADMINISTRACIÓN Y AFINES
103494,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
103502,PSICOLOGÍA
103510,INGENIERÍA
103512,ADMINISTRACIÓN Y AFINES
103528,BELLAS ARTES Y DISEÑO
103530,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
103592,CIENCIAS SOCIALES
103626,ENFERMERÍA
103648,ADMINISTRACIÓN Y AFINES
103654,HUMANIDADES
103660,INGENIERÍA
103672,ADMINISTRACIÓN Y AFINES
103676,ADMINISTRACIÓN Y AFINES
103713,CIENCIAS NATURALES Y EXACTAS
103722,CIENCIAS NATURALES Y EXACTAS
103739,ADMINISTRACIÓN Y AFINES
103752,PSICOLOGÍA
103763,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
103770,BELLAS ARTES Y DISEÑO
103772,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
103785,HUMANIDADES
103799,ADMINISTRACIÓN Y AFINES
103804,ADMINISTRACIÓN Y AFINES
103808,ADMINISTRACIÓN Y AFINES
103814,BELLAS ARTES Y DISEÑO
103824,EDUCACIÓN
103842,INGENIERÍA
103860,SALUD
103875,EDUCACIÓN
103908,INGENIERÍA
103911,CONTADURÍA Y AFINES
103928,INGENIERÍA
